Account,As_of_date,Company,AU,Currency,Primary Account,Secondary Account,GL Balance,ihub balnce,Balance Difference,Match Status,Comments,Anomaly
1619288,01-08-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1277000.00,461000.00,-816000.00,Match,inline with previous balance,
1619288,12-08-2023,10001,1234,USD,All Other Loans,Principal,1278400.00,461500.00,-816900.00,Break,inconsistane variations,
1619288,23-08-2023,10001,1234,USD,All Other Loans,Principal,1279800.00,462000.00,-817800.00,Match,consistannt increase or decrese,
1619288,03-09-2023,10001,1234,USD,All Other Loans,Defferred Costs,1281200.00,462500.00,-818700.00,Break,normal,
1619288,14-09-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1282600.00,463000.00,-819600.00,Match,huge spike,
1619288,25-09-2023,10001,1234,USD,All Other Loans,Principal,1284000.00,463500.00,-820500.00,Break,inline with previous balance,
1619288,06-10-2023,10001,1234,USD,All Other Loans,Principal,1285400.00,464000.00,-821400.00,Match,inconsistane variations,
1619288,17-10-2023,10001,1234,USD,All Other Loans,Defferred Costs,1286800.00,464500.00,-822300.00,Break,consistannt increase or decrese,
1619288,28-10-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1288200.00,465000.00,-823200.00,Match,normal,
1619288,08-11-2023,10001,1234,USD,All Other Loans,Principal,1289600.00,465500.00,-824100.00,Break,huge spike,
1619288,19-11-2023,10001,1234,USD,All Other Loans,Principal,1291000.00,466000.00,-825000.00,Match,inline with previous balance,
1619288,30-11-2023,10001,1234,USD,All Other Loans,Defferred Costs,1292400.00,466500.00,-825900.00,Break,inconsistane variations,
1619288,11-12-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1293800.00,467000.00,-826800.00,Match,consistannt increase or decrese,
1619288,22-12-2023,10001,1234,USD,All Other Loans,Principal,1295200.00,467500.00,-827700.00,Break,normal,
1619288,02-01-2024,10001,1234,USD,All Other Loans,Principal,1296600.00,468000.00,-828600.00,Match,huge spike,
1619288,13-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,1298000.00,468500.00,-829500.00,Break,inline with previous balance,
1619288,24-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1299400.00,469000.00,-830400.00,Match,inconsistane variations,
1619288,04-02-2024,10001,1234,USD,All Other Loans,Principal,1300800.00,469500.00,-831300.00,Break,consistannt increase or decrese,
1619288,15-02-2024,10001,1234,USD,All Other Loans,Principal,1302200.00,470000.00,-832200.00,Match,normal,
1619288,26-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,1303600.00,470500.00,-833100.00,Break,huge spike,
1619288,08-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1305000.00,471000.00,-834000.00,Match,inline with previous balance,
1619288,19-03-2024,10001,1234,USD,All Other Loans,Principal,1306400.00,471500.00,-834900.00,Break,inconsistane variations,
1619288,30-03-2024,10001,1234,USD,All Other Loans,Principal,1307800.00,472000.00,-835800.00,Match,consistannt increase or decrese,
1619288,10-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,1309200.00,472500.00,-836700.00,Break,normal,
1619288,21-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1310600.00,473000.00,-837600.00,Match,huge spike,
1619288,02-05-2024,10001,1234,USD,All Other Loans,Principal,1312000.00,473500.00,-838500.00,Break,inline with previous balance,
1619288,13-05-2024,10001,1234,USD,All Other Loans,Principal,1313400.00,474000.00,-839400.00,Match,inconsistane variations,
1619288,24-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,1314800.00,474500.00,-840300.00,Break,consistannt increase or decrese,
1619288,04-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1316200.00,475000.00,-841200.00,Match,normal,
1619288,15-06-2024,10001,1234,USD,All Other Loans,Principal,1317600.00,475500.00,-842100.00,Break,huge spike,
1619288,26-06-2024,10001,1234,USD,All Other Loans,Principal,1319000.00,476000.00,-843000.00,Match,inline with previous balance,
1619288,07-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,1320240.00,476500.00,-843740.00,Break,inconsistane variations,
1619288,18-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1321800.00,477000.00,-844800.00,Match,consistannt increase or decrese,
1619288,29-07-2024,10001,1234,USD,All Other Loans,Principal,1323200.00,477500.00,-845700.00,Break,normal,
1619288,09-08-2024,10001,1234,USD,All Other Loans,Principal,1324600.00,478000.00,-846600.00,Match,huge spike,
1619288,20-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,1326000.00,478500.00,-847500.00,Break,inline with previous balance,
1619288,31-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1327400.00,479000.00,-848400.00,Match,inconsistane variations,
1619288,11-09-2024,10001,1234,USD,All Other Loans,Principal,1328800.00,479500.00,-849300.00,Break,consistannt increase or decrese,
1619288,22-09-2024,10001,1234,USD,All Other Loans,Principal,1330200.00,480000.00,-850200.00,Match,normal,
1619288,03-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,1331600.00,480500.00,-851100.00,Break,huge spike,
1619288,14-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1333000.00,481000.00,-852000.00,Match,inline with previous balance,
1619288,25-10-2024,10001,1234,USD,All Other Loans,Principal,1334400.00,481500.00,-852900.00,Break,inconsistane variations,
1619288,05-11-2024,10001,1234,USD,All Other Loans,Principal,1335800.00,482000.00,-853800.00,Match,consistannt increase or decrese,
1619288,16-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,1337200.00,482500.00,-854700.00,Break,normal,
1619288,27-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1338600.00,483000.00,-855600.00,Match,huge spike,
1619288,08-12-2024,10001,1234,USD,All Other Loans,Principal,1340000.00,483500.00,-856500.00,Break,inline with previous balance,
1619288,19-12-2024,10001,1234,USD,All Other Loans,Principal,1341400.00,484000.00,-857400.00,Match,inconsistane variations,
1619288,30-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,1342800.00,484500.00,-858300.00,Break,consistannt increase or decrese,
1619288,10-01-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1344200.00,485000.00,-859200.00,Match,normal,
1619288,21-01-2025,10001,1234,USD,All Other Loans,Principal,1345600.00,485500.00,-860100.00,Break,huge spike,
1619288,01-02-2025,10001,1234,USD,All Other Loans,Principal,1347000.00,486000.00,-861000.00,Match,inline with previous balance,
1619288,12-02-2025,10001,1234,USD,All Other Loans,Defferred Costs,1348400.00,486500.00,-861900.00,Break,inconsistane variations,
1619288,23-02-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1349800.00,487000.00,-862800.00,Match,consistannt increase or decrese,
1619288,06-03-2025,10001,1234,USD,All Other Loans,Principal,1351200.00,487500.00,-863700.00,Break,normal,
1619288,17-03-2025,10001,1234,USD,All Other Loans,Principal,1352600.00,488000.00,-864600.00,Match,huge spike,
1619288,28-03-2025,10001,1234,USD,All Other Loans,Defferred Costs,1354000.00,488500.00,-865500.00,Break,inline with previous balance,
1619288,08-04-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1355400.00,489000.00,-866400.00,Match,inconsistane variations,
1619288,19-04-2025,10001,1234,USD,All Other Loans,Principal,1356800.00,489500.00,-867300.00,Break,consistannt increase or decrese,
1619288,30-04-2025,10001,1234,USD,All Other Loans,Principal,1358200.00,490000.00,-868200.00,Match,normal,
1619288,11-05-2025,10001,1234,USD,All Other Loans,Defferred Costs,1359600.00,490500.00,-869100.00,Break,huge spike,
1619288,22-05-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1361000.00,491000.00,-870000.00,Match,inline with previous balance,
1619288,02-06-2025,10001,1234,USD,All Other Loans,Principal,1362400.00,491500.00,-870900.00,Break,inconsistane variations,
1619288,13-06-2025,10001,1234,USD,All Other Loans,Principal,1363800.00,492000.00,-871800.00,Match,consistannt increase or decrese,
1619288,24-06-2025,10001,1234,USD,All Other Loans,Defferred Costs,1365200.00,492500.00,-872700.00,Break,normal,
1619288,05-07-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1366600.00,493000.00,-873600.00,Match,huge spike,
1619288,16-07-2025,10001,1234,USD,All Other Loans,Principal,1368000.00,493500.00,-874500.00,Break,inline with previous balance,
1619288,27-07-2025,10001,1234,USD,All Other Loans,Principal,1369400.00,494000.00,-875400.00,Match,inconsistane variations,
1619288,07-08-2025,10001,1234,USD,All Other Loans,Defferred Costs,1370800.00,494500.00,-876300.00,Break,consistannt increase or decrese,
1619288,18-08-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1372200.00,495000.00,-877200.00,Match,normal,
1619288,29-08-2025,10001,1234,USD,All Other Loans,Principal,1373600.00,495500.00,-878100.00,Break,huge spike,
1619288,09-09-2025,10001,1234,USD,All Other Loans,Principal,1375000.00,496000.00,-879000.00,Match,inline with previous balance,
1619288,20-09-2025,10001,1234,USD,All Other Loans,Defferred Costs,1376400.00,496500.00,-879900.00,Break,inconsistane variations,
1619288,01-10-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1377800.00,497000.00,-880800.00,Match,consistannt increase or decrese,
1619288,12-10-2025,10001,1234,USD,All Other Loans,Principal,1379200.00,497500.00,-881700.00,Break,normal,
1619288,23-10-2025,10001,1234,USD,All Other Loans,Principal,1380600.00,498000.00,-882600.00,Match,huge spike,
1619288,03-11-2025,10001,1234,USD,All Other Loans,Defferred Costs,1382000.00,498500.00,-883500.00,Break,inline with previous balance,
1619288,14-11-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1383400.00,499000.00,-884400.00,Match,inconsistane variations,
1619288,25-11-2025,10001,1234,USD,All Other Loans,Principal,1384800.00,499500.00,-885300.00,Break,consistannt increase or decrese,
1619288,06-12-2025,10001,1234,USD,All Other Loans,Principal,1386200.00,500000.00,-886200.00,Match,normal,
1619288,17-12-2025,10001,1234,USD,All Other Loans,Defferred Costs,1387600.00,500500.00,-887100.00,Break,huge spike,
1619288,28-12-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1389000.00,501000.00,-888000.00,Match,inline with previous balance,
1619288,08-01-2024,10001,1234,USD,All Other Loans,Principal,1390400.00,501500.00,-888900.00,Break,inconsistane variations,
1619288,19-01-2024,10001,1234,USD,All Other Loans,Principal,1391800.00,502000.00,-889800.00,Match,consistannt increase or decrese,
1619288,30-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,1393200.00,502500.00,-890700.00,Break,normal,
1619288,10-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1394600.00,503000.00,-891600.00,Match,huge spike,
1619288,21-02-2024,10001,1234,USD,All Other Loans,Principal,1396000.00,503500.00,-892500.00,Break,inline with previous balance,
1619288,04-03-2024,10001,1234,USD,All Other Loans,Principal,1397400.00,504000.00,-893400.00,Match,inconsistane variations,
1619288,15-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,1398800.00,504500.00,-894300.00,Break,consistannt increase or decrese,
1619288,26-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1400200.00,505000.00,-895200.00,Match,normal,
1619288,06-04-2024,10001,1234,USD,All Other Loans,Principal,1401600.00,505500.00,-896100.00,Break,huge spike,
1619288,17-04-2024,10001,1234,USD,All Other Loans,Principal,1403000.00,506000.00,-897000.00,Match,inline with previous balance,
1619288,28-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,1404400.00,506500.00,-897900.00,Break,inconsistane variations,
1619288,09-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1405800.00,507000.00,-898800.00,Match,consistannt increase or decrese,
1619288,20-05-2024,10001,1234,USD,All Other Loans,Principal,1407200.00,507500.00,-899700.00,Break,normal,
1619288,31-05-2024,10001,1234,USD,All Other Loans,Principal,1408600.00,508000.00,-900600.00,Match,huge spike,
1619288,11-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,1410000.00,508500.00,-901500.00,Break,inline with previous balance,
1619288,22-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1411400.00,509000.00,-902400.00,Match,inconsistane variations,
1619288,03-07-2024,10001,1234,USD,All Other Loans,Principal,1412800.00,509500.00,-903300.00,Break,consistannt increase or decrese,
1619288,14-07-2024,10001,1234,USD,All Other Loans,Principal,1414200.00,510000.00,-904200.00,Match,normal,
1619288,25-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,1415600.00,510500.00,-905100.00,Break,huge spike,
1619288,05-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1417000.00,511000.00,-906000.00,Match,inline with previous balance,
1619288,16-08-2024,10001,1234,USD,All Other Loans,Principal,1418400.00,511500.00,-906900.00,Break,inconsistane variations,
1619288,27-08-2024,10001,1234,USD,All Other Loans,Principal,1419800.00,512000.00,-907800.00,Match,consistannt increase or decrese,
1619288,07-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,1421200.00,512500.00,-908700.00,Break,normal,
1619288,18-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1422600.00,513000.00,-909600.00,Match,huge spike,
1619288,29-09-2024,10001,1234,USD,All Other Loans,Principal,1424000.00,513500.00,-910500.00,Break,inline with previous balance,
1619288,10-10-2024,10001,1234,USD,All Other Loans,Principal,1425400.00,514000.00,-911400.00,Match,inconsistane variations,
1619288,21-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,1426800.00,514500.00,-912300.00,Break,consistannt increase or decrese,
1619288,01-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1428200.00,515000.00,-913200.00,Match,normal,
1619288,12-11-2024,10001,1234,USD,All Other Loans,Principal,1429600.00,515500.00,-914100.00,Break,huge spike,
1619288,23-11-2024,10001,1234,USD,All Other Loans,Principal,1431000.00,516000.00,-915000.00,Match,inline with previous balance,
1619288,04-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,1432400.00,516500.00,-915900.00,Break,inconsistane variations,
1619288,15-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1433800.00,517000.00,-916800.00,Match,consistannt increase or decrese,
1619288,26-12-2024,10001,1234,USD,All Other Loans,Principal,1435200.00,517500.00,-917700.00,Break,normal,
1619288,06-01-2023,10001,1234,USD,All Other Loans,Principal,1436600.00,518000.00,-918600.00,Match,huge spike,
1619288,17-01-2023,10001,1234,USD,All Other Loans,Defferred Costs,1438000.00,518500.00,-919500.00,Break,inline with previous balance,
1619288,28-01-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1439400.00,519000.00,-920400.00,Match,inconsistane variations,
1619288,08-02-2023,10001,1234,USD,All Other Loans,Principal,1440800.00,519500.00,-921300.00,Break,consistannt increase or decrese,
1619288,19-02-2023,10001,1234,USD,All Other Loans,Principal,1442200.00,520000.00,-922200.00,Match,normal,
1619288,02-03-2023,10001,1234,USD,All Other Loans,Defferred Costs,1443600.00,520240.00,-923360.00,Break,huge spike,
1619288,13-03-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1445000.00,521000.00,-924000.00,Match,inline with previous balance,
1619288,24-03-2023,10001,1234,USD,All Other Loans,Principal,1446400.00,521500.00,-924900.00,Break,inconsistane variations,
1619288,04-04-2023,10001,1234,USD,All Other Loans,Principal,1447800.00,522000.00,-925800.00,Match,consistannt increase or decrese,
1619288,15-04-2023,10001,1234,USD,All Other Loans,Defferred Costs,1449200.00,522500.00,-926700.00,Break,normal,
1619288,26-04-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1450600.00,523000.00,-927600.00,Match,huge spike,
1619288,07-05-2023,10001,1234,USD,All Other Loans,Principal,1452000.00,523500.00,-928500.00,Break,inline with previous balance,
1619288,18-05-2023,10001,1234,USD,All Other Loans,Principal,1453400.00,524000.00,-929400.00,Match,inconsistane variations,
1619288,29-05-2023,10001,1234,USD,All Other Loans,Defferred Costs,1454800.00,524500.00,-930300.00,Break,consistannt increase or decrese,
1619288,09-06-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1456200.00,525000.00,-931200.00,Match,normal,
1619288,20-06-2023,10001,1234,USD,All Other Loans,Principal,1457600.00,525500.00,-932100.00,Break,huge spike,
1619288,01-07-2023,10001,1234,USD,All Other Loans,Principal,1459000.00,526000.00,-933000.00,Match,inline with previous balance,
1619288,12-07-2023,10001,1234,USD,All Other Loans,Defferred Costs,1460400.00,526500.00,-933900.00,Break,inconsistane variations,
1619288,23-07-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1461800.00,527000.00,-934800.00,Match,consistannt increase or decrese,
1619288,03-08-2023,10001,1234,USD,All Other Loans,Principal,1463200.00,527500.00,-935700.00,Break,normal,
1619288,14-08-2023,10001,1234,USD,All Other Loans,Principal,1464600.00,528000.00,-936600.00,Match,huge spike,
1619288,25-08-2023,10001,1234,USD,All Other Loans,Defferred Costs,1466000.00,528500.00,-937500.00,Break,inline with previous balance,
1619288,05-09-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1467400.00,529000.00,-938400.00,Match,inconsistane variations,
1619288,16-09-2023,10001,1234,USD,All Other Loans,Principal,1468800.00,529500.00,-939300.00,Break,consistannt increase or decrese,
1619288,27-09-2023,10001,1234,USD,All Other Loans,Principal,1470200.00,530000.00,-940200.00,Match,normal,
1619288,08-10-2023,10001,1234,USD,All Other Loans,Defferred Costs,1471600.00,530500.00,-941100.00,Break,huge spike,
1619288,19-10-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1473000.00,531000.00,-942000.00,Match,inline with previous balance,
1619288,30-10-2023,10001,1234,USD,All Other Loans,Principal,1474400.00,531500.00,-942900.00,Break,inconsistane variations,
1619288,10-11-2023,10001,1234,USD,All Other Loans,Principal,1475800.00,532000.00,-943800.00,Match,consistannt increase or decrese,
1619288,21-11-2023,10001,1234,USD,All Other Loans,Defferred Costs,1477200.00,532500.00,-944700.00,Break,normal,
1619288,02-12-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,1478600.00,533000.00,-945600.00,Match,huge spike,
1619288,13-12-2023,10001,1234,USD,All Other Loans,Principal,1480000.00,533500.00,-946500.00,Break,inline with previous balance,
1619288,24-12-2023,10001,1234,USD,All Other Loans,Principal,1481400.00,534000.00,-947400.00,Match,inconsistane variations,
1619288,04-01-2025,10001,1234,USD,All Other Loans,Defferred Costs,1482800.00,534500.00,-948300.00,Break,consistannt increase or decrese,
1619288,15-01-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1484200.00,535000.00,-949200.00,Match,normal,
1619288,26-01-2025,10001,1234,USD,All Other Loans,Principal,1485600.00,535500.00,-950100.00,Break,huge spike,
1619288,06-02-2025,10001,1234,USD,All Other Loans,Principal,1487000.00,536000.00,-951000.00,Match,inline with previous balance,
1619288,17-02-2025,10001,1234,USD,All Other Loans,Defferred Costs,1488400.00,536500.00,-951900.00,Break,inconsistane variations,
1619288,28-02-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1489800.00,537000.00,-952800.00,Match,consistannt increase or decrese,
1619288,10-03-2025,10001,1234,USD,All Other Loans,Principal,1491200.00,537500.00,-953700.00,Break,normal,
1619288,21-03-2025,10001,1234,USD,All Other Loans,Principal,1492600.00,538000.00,-954600.00,Match,huge spike,
1619288,01-04-2025,10001,1234,USD,All Other Loans,Defferred Costs,1494000.00,538500.00,-955500.00,Break,inline with previous balance,
1619288,12-04-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1495400.00,539000.00,-956400.00,Match,inconsistane variations,
1619288,23-04-2025,10001,1234,USD,All Other Loans,Principal,1496800.00,539500.00,-957300.00,Break,consistannt increase or decrese,
1619288,04-05-2025,10001,1234,USD,All Other Loans,Principal,1498200.00,540000.00,-958200.00,Match,normal,
1619288,15-05-2025,10001,1234,USD,All Other Loans,Defferred Costs,1499600.00,540500.00,-959100.00,Break,huge spike,
1619288,26-05-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1501000.00,541000.00,-960000.00,Match,inline with previous balance,
1619288,06-06-2025,10001,1234,USD,All Other Loans,Principal,1502400.00,541500.00,-960900.00,Break,inconsistane variations,
1619288,17-06-2025,10001,1234,USD,All Other Loans,Principal,1503800.00,542000.00,-961800.00,Match,consistannt increase or decrese,
1619288,28-06-2025,10001,1234,USD,All Other Loans,Defferred Costs,1505200.00,542500.00,-962700.00,Break,normal,
1619288,09-07-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1506600.00,543000.00,-963600.00,Match,huge spike,
1619288,20-07-2025,10001,1234,USD,All Other Loans,Principal,1508000.00,543500.00,-964500.00,Break,inline with previous balance,
1619288,31-07-2025,10001,1234,USD,All Other Loans,Principal,1509400.00,544000.00,-965400.00,Match,inconsistane variations,
1619288,11-08-2025,10001,1234,USD,All Other Loans,Defferred Costs,1510800.00,544500.00,-966300.00,Break,consistannt increase or decrese,
1619288,22-08-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1512200.00,545000.00,-967200.00,Match,normal,
1619288,02-09-2025,10001,1234,USD,All Other Loans,Principal,1513600.00,545500.00,-968100.00,Break,huge spike,
1619288,13-09-2025,10001,1234,USD,All Other Loans,Principal,1515000.00,546000.00,-969000.00,Match,inline with previous balance,
1619288,24-09-2025,10001,1234,USD,All Other Loans,Defferred Costs,1516400.00,546500.00,-969900.00,Break,inconsistane variations,
1619288,05-10-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1517800.00,547000.00,-970800.00,Match,consistannt increase or decrese,
1619288,16-10-2025,10001,1234,USD,All Other Loans,Principal,1519200.00,547500.00,-971700.00,Break,normal,
1619288,27-10-2025,10001,1234,USD,All Other Loans,Principal,1520600.00,548000.00,-972600.00,Match,huge spike,
1619288,07-11-2025,10001,1234,USD,All Other Loans,Defferred Costs,1522000.00,548500.00,-973500.00,Break,inline with previous balance,
1619288,18-11-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1523400.00,549000.00,-974400.00,Match,inconsistane variations,
1619288,29-11-2025,10001,1234,USD,All Other Loans,Principal,1524800.00,549500.00,-975300.00,Break,consistannt increase or decrese,
1619288,10-12-2025,10001,1234,USD,All Other Loans,Principal,1526200.00,550000.00,-976200.00,Match,normal,
1619288,21-12-2025,10001,1234,USD,All Other Loans,Defferred Costs,1527600.00,550500.00,-977100.00,Break,huge spike,
1619288,01-01-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1529000.00,551000.00,-978000.00,Match,inline with previous balance,
1619288,12-01-2020,10001,1234,USD,All Other Loans,Principal,1530400.00,551500.00,-978900.00,Break,inconsistane variations,
1619288,23-01-2020,10001,1234,USD,All Other Loans,Principal,1531800.00,552000.00,-979800.00,Match,consistannt increase or decrese,
1619288,03-02-2020,10001,1234,USD,All Other Loans,Defferred Costs,1533200.00,552500.00,-980700.00,Break,normal,
1619288,14-02-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1534600.00,553000.00,-981600.00,Match,huge spike,
1619288,25-02-2020,10001,1234,USD,All Other Loans,Principal,1536000.00,553500.00,-982500.00,Break,inline with previous balance,
1619288,08-03-2020,10001,1234,USD,All Other Loans,Principal,1537400.00,554000.00,-983400.00,Match,inconsistane variations,
1619288,19-03-2020,10001,1234,USD,All Other Loans,Defferred Costs,1538800.00,554500.00,-984300.00,Break,consistannt increase or decrese,
1619288,30-03-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1540200.00,555000.00,-985200.00,Match,normal,
1619288,10-04-2020,10001,1234,USD,All Other Loans,Principal,1541600.00,555500.00,-986100.00,Break,huge spike,
1619288,21-04-2020,10001,1234,USD,All Other Loans,Principal,1543000.00,556000.00,-987000.00,Match,inline with previous balance,
1619288,02-05-2020,10001,1234,USD,All Other Loans,Defferred Costs,1544400.00,556500.00,-987900.00,Break,inconsistane variations,
1619288,13-05-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1545800.00,557000.00,-988800.00,Match,consistannt increase or decrese,
1619288,24-05-2020,10001,1234,USD,All Other Loans,Principal,1547200.00,557500.00,-989700.00,Break,normal,
1619288,04-06-2020,10001,1234,USD,All Other Loans,Principal,1548600.00,558000.00,-990600.00,Match,huge spike,
1619288,15-06-2020,10001,1234,USD,All Other Loans,Defferred Costs,1550000.00,558500.00,-991500.00,Break,inline with previous balance,
1619288,26-06-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1551400.00,559000.00,-992400.00,Match,inconsistane variations,
1619288,07-07-2020,10001,1234,USD,All Other Loans,Principal,1552800.00,559500.00,-993300.00,Break,consistannt increase or decrese,
1619288,18-07-2020,10001,1234,USD,All Other Loans,Principal,1554200.00,560000.00,-994200.00,Match,normal,
1619288,29-07-2020,10001,1234,USD,All Other Loans,Defferred Costs,1555600.00,560500.00,-995100.00,Break,huge spike,
1619288,09-08-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1557000.00,561000.00,-996000.00,Match,inline with previous balance,
1619288,20-08-2020,10001,1234,USD,All Other Loans,Principal,1558400.00,561500.00,-996900.00,Break,inconsistane variations,
1619288,31-08-2020,10001,1234,USD,All Other Loans,Principal,1559800.00,562000.00,-997800.00,Match,consistannt increase or decrese,
1619288,11-09-2020,10001,1234,USD,All Other Loans,Defferred Costs,1561200.00,562500.00,-998700.00,Break,normal,
1619288,22-09-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1562600.00,563000.00,-999600.00,Match,huge spike,
1619288,03-10-2020,10001,1234,USD,All Other Loans,Principal,1564000.00,563500.00,-1000500.00,Break,inline with previous balance,
1619288,14-10-2020,10001,1234,USD,All Other Loans,Principal,1565400.00,564000.00,-1001400.00,Match,inconsistane variations,
1619288,25-10-2020,10001,1234,USD,All Other Loans,Defferred Costs,1566800.00,564500.00,-1002300.00,Break,consistannt increase or decrese,
1619288,05-11-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1568200.00,565000.00,-1003200.00,Match,normal,
1619288,16-11-2020,10001,1234,USD,All Other Loans,Principal,1569600.00,565500.00,-1004100.00,Break,huge spike,
1619288,27-11-2020,10001,1234,USD,All Other Loans,Principal,1571000.00,566000.00,-1005000.00,Match,inline with previous balance,
1619288,08-12-2020,10001,1234,USD,All Other Loans,Defferred Costs,1572400.00,566500.00,-1005900.00,Break,inconsistane variations,
1619288,19-12-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1573800.00,567000.00,-1006800.00,Match,consistannt increase or decrese,
1619288,30-12-2020,10001,1234,USD,All Other Loans,Principal,1575200.00,567500.00,-1007700.00,Break,normal,
1619288,10-01-2021,10001,1234,USD,All Other Loans,Principal,1576600.00,568000.00,-1008600.00,Match,huge spike,
1619288,21-01-2021,10001,1234,USD,All Other Loans,Defferred Costs,1578000.00,568500.00,-1009500.00,Break,inline with previous balance,
1619288,01-02-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,1579400.00,569000.00,-1010400.00,Match,inconsistane variations,
1619288,12-02-2021,10001,1234,USD,All Other Loans,Principal,1580800.00,569500.00,-1011300.00,Break,consistannt increase or decrese,
1619288,23-02-2021,10001,1234,USD,All Other Loans,Principal,1582200.00,570000.00,-1012200.00,Match,normal,
1619288,06-03-2021,10001,1234,USD,All Other Loans,Defferred Costs,1583600.00,570500.00,-1013100.00,Break,huge spike,
1619288,17-03-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,1585000.00,571000.00,-1014000.00,Match,inline with previous balance,
1619288,28-03-2021,10001,1234,USD,All Other Loans,Principal,1586400.00,571500.00,-1014900.00,Break,inconsistane variations,
1619288,08-04-2021,10001,1234,USD,All Other Loans,Principal,1587800.00,572000.00,-1015800.00,Match,consistannt increase or decrese,
1619288,19-04-2021,10001,1234,USD,All Other Loans,Defferred Costs,1589200.00,572500.00,-1016700.00,Break,normal,
1619288,30-04-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,1590600.00,573000.00,-1017600.00,Match,huge spike,
1619288,11-05-2021,10001,1234,USD,All Other Loans,Principal,1592000.00,573500.00,-1018500.00,Break,inline with previous balance,
